BRANCH,year,month,circulation_num
Mount Greenwood,2022,SEPTEMBER,3490
Chinatown,2022,SEPTEMBER,4991
Brainerd,2022,SEPTEMBER,361
Brighton Park,2022,SEPTEMBER,1425
South Chicago,2022,SEPTEMBER,681
Chicago Bee,2022,SEPTEMBER,714
Walker,2023,SEPTEMBER,1016
Albany Park,2023,SEPTEMBER,4657
Avalon,2023,SEPTEMBER,1365
Brainerd,2023,SEPTEMBER,331
Oriole Park,2023,SEPTEMBER,4713
Little Italy,2023,SEPTEMBER,3201
Edgebrook,2023,SEPTEMBER,6033
Kelly,2023,SEPTEMBER,349
Edgewater,2023,SEPTEMBER,9881
Near North,2023,SEPTEMBER,6622
Canaryville,2023,SEPTEMBER,599
"Daley, Richard J.- Bridgeport",2023,SEPTEMBER,3467
Manning,2023,SEPTEMBER,1086
Portage-Cragin,2023,SEPTEMBER,3881
"Whitney M. Young, Jr.",2023,SEPTEMBER,547
Greater Grand Crossing,2023,SEPTEMBER,1
Auto-Renewals,2023,SEPTEMBER,495537
Scottsdale,2023,SEPTEMBER,822
Altgeld,2023,SEPTEMBER,109
West Lawn,2023,SEPTEMBER,1861
Back of the Yards,2023,SEPTEMBER,973
Rogers Park,2023,SEPTEMBER,6661
Talking Book and Braille downloadable,2023,SEPTEMBER,3218
Garfield Ridge,2023,SEPTEMBER,584
King,2023,SEPTEMBER,968
Water Works,2023,SEPTEMBER,2809
Downloadable Media,2023,SEPTEMBER,485338
"Daley, Richard M.- W Humboldt",2023,SEPTEMBER,1114
Humboldt Park,2023,SEPTEMBER,3772
Sulzer Regional Library,2023,SEPTEMBER,24437
Blackstone,2023,SEPTEMBER,6637
North Austin,2023,SEPTEMBER,607
West Town,2023,SEPTEMBER,4210
Budlong Woods,2023,SEPTEMBER,6028
Lincoln Park,2023,SEPTEMBER,10762
West Englewood,2023,SEPTEMBER,350
Archer Heights,2023,SEPTEMBER,1976
Hegewisch,2023,SEPTEMBER,888
Independence,2023,SEPTEMBER,6158
Lozano,2023,SEPTEMBER,2091
South Shore,2023,SEPTEMBER,881
Chinatown,2023,SEPTEMBER,3983
Douglass,2023,SEPTEMBER,719
Logan Square,2023,SEPTEMBER,9451
Roden,2023,SEPTEMBER,4270
Galewood-Mont Clare,2023,SEPTEMBER,2752
West Belmont,2023,SEPTEMBER,3803
Bucktown-Wicker Park,2023,SEPTEMBER,8182
North Pulaski,2023,SEPTEMBER,1391
McKinley Park,2023,SEPTEMBER,2809
West Pullman,2023,SEPTEMBER,755
Beverly,2023,SEPTEMBER,2687
Legler Regional,2023,SEPTEMBER,10
Toman,2023,SEPTEMBER,2080
Austin,2023,SEPTEMBER,757
Wrightwood-Ashburn,2023,SEPTEMBER,655
Jefferson Park,2023,SEPTEMBER,6107
Mayfair,2023,SEPTEMBER,2760
South Chicago,2023,SEPTEMBER,709
Clearing,2023,SEPTEMBER,1548
Merlo,2023,SEPTEMBER,8544
Uptown,2023,SEPTEMBER,5543
Chicago Lawn,2023,SEPTEMBER,1284
Harold Washington Library Center,2023,SEPTEMBER,21524
Brighton Park,2023,SEPTEMBER,1372
West Chicago Avenue,2023,SEPTEMBER,565
Little Village,2023,SEPTEMBER,1385
Lincoln Belmont,2023,SEPTEMBER,10557
Gage Park,2023,SEPTEMBER,945
Northtown,2023,SEPTEMBER,7626
Dunning,2023,SEPTEMBER,3595
Bezazian,2023,SEPTEMBER,5988
West Loop,2023,SEPTEMBER,3915
Pullman,2023,SEPTEMBER,325
Patron Initiated renewals (automated phone),2023,SEPTEMBER,661
Jeffery Manor,2023,SEPTEMBER,522
Hall,2023,SEPTEMBER,658
Mount Greenwood,2023,SEPTEMBER,3499
Coleman,2023,SEPTEMBER,1080
Austin-Irving,2023,SEPTEMBER,5
Woodson Regional Library,2023,SEPTEMBER,2202
Thurgood Marshall,2023,SEPTEMBER,574
Chicago Bee,2023,SEPTEMBER,747
Vodak-East Side,2023,SEPTEMBER,1459
Sherman Park,2023,SEPTEMBER,309
Patron Initiated renewals (online),2023,SEPTEMBER,34076
Albany Park,2019,OCTOBER,8012
Altgeld,2019,OCTOBER,377
Archer Heights,2019,OCTOBER,5263
Austin,2019,OCTOBER,1361
Austin-Irving,2019,OCTOBER,9932
Avalon,2019,OCTOBER,3128
Back of the Yards,2019,OCTOBER,2286
Beverly,2019,OCTOBER,4660
Bezazian,2019,OCTOBER,8695
Blackstone,2019,OCTOBER,8423
Brainerd,2019,OCTOBER,841
Brighton Park,2019,OCTOBER,4443
Bucktown-Wicker Park,2019,OCTOBER,9444
Budlong Woods,2019,OCTOBER,7790
Canaryville,2019,OCTOBER,1933
Chicago Bee,2019,OCTOBER,1068
Chicago Lawn,2019,OCTOBER,4
Chinatown,2019,OCTOBER,7748
Clearing,2019,OCTOBER,588
Coleman,2019,OCTOBER,1034
"Daley, Richard J.",2019,OCTOBER,5175
"Daley, Richard M.",2019,OCTOBER,3317
Douglass,2019,OCTOBER,2
Dunning,2019,OCTOBER,3534
Edgebrook,2019,OCTOBER,8733
Edgewater,2019,OCTOBER,14577
Gage Park,2019,OCTOBER,1950
Galewood-Mont Clare,2019,OCTOBER,816
Garfield Ridge,2019,OCTOBER,5170
Greater Grand Crossing,2019,OCTOBER,1556
Hall,2019,OCTOBER,1573
HAROLD WASHINGTON LIBRARY CENTER,2019,OCTOBER,50636
Hegewisch,2019,OCTOBER,1840
Humboldt Park,2019,OCTOBER,4897
Independence,2019,OCTOBER,8396
Jefferson Park,2019,OCTOBER,9
Jeffery Manor,2019,OCTOBER,1041
Kelly,2019,OCTOBER,862
King,2019,OCTOBER,2171
Legler Regional,2019,OCTOBER,79
Lincoln Belmont,2019,OCTOBER,15803
Lincoln Park,2019,OCTOBER,12329
Little Italy,2019,OCTOBER,5642
Little Village,2019,OCTOBER,3790
Logan Square,2019,OCTOBER,11858
Lozano,2019,OCTOBER,3952
Manning,2019,OCTOBER,2116
Mayfair,2019,OCTOBER,4068
McKinley Park,2019,OCTOBER,5266
Merlo,2019,OCTOBER,0
Mount Greenwood,2019,OCTOBER,4748
Near North,2019,OCTOBER,9220
North Austin,2019,OCTOBER,1238
North Pulaski,2019,OCTOBER,2314
Northtown,2019,OCTOBER,11590
Oriole Park,2019,OCTOBER,5501
Portage-Cragin,2019,OCTOBER,4703
Pullman,2019,OCTOBER,1046
Roden,2019,OCTOBER,6196
Rogers Park,2019,OCTOBER,9068
Scottsdale,2019,OCTOBER,1719
Sherman Park,2019,OCTOBER,691
South Chicago,2019,OCTOBER,1790
South Shore,2019,OCTOBER,0
Sulzer Regional Library,2019,OCTOBER,30507
Thurgood Marshall,2019,OCTOBER,1857
Toman,2019,OCTOBER,4874
Uptown,2019,OCTOBER,8226
Vodak-East Side,2019,OCTOBER,2911
Walker,2019,OCTOBER,1115
Water Works,2019,OCTOBER,5194
West Belmont,2019,OCTOBER,5871
West Chicago Avenue,2019,OCTOBER,1031
West Englewood,2019,OCTOBER,1181
West Lawn,2019,OCTOBER,4307
West Loop,2019,OCTOBER,5449
West Pullman,2019,OCTOBER,1422
West Town,2019,OCTOBER,4950
"Whitney M. Young, Jr.",2019,OCTOBER,2288
Woodson Regional Library,2019,OCTOBER,5475
Wrightwood-Ashburn,2019,OCTOBER,1475
Downloadable Media,2019,OCTOBER,160544
Online Renewals,2019,OCTOBER,530358
Itivia Renewals,2019,OCTOBER,2060
"Whitney M. Young, Jr.",2020,OCTOBER,833
Auto-Renewals,2020,OCTOBER,602692
Walker,2020,OCTOBER,946
Albany Park,2020,OCTOBER,4807
Avalon,2020,OCTOBER,1935
Brainerd,2020,OCTOBER,488
Oriole Park,2020,OCTOBER,4486
Little Italy,2020,OCTOBER,3814
Edgebrook,2020,OCTOBER,6664
Kelly,2020,OCTOBER,417
Edgewater,2020,OCTOBER,10487
Near North,2020,OCTOBER,8189
Canaryville,2020,OCTOBER,21
"Daley, Richard J.- Bridgeport",2020,OCTOBER,4125
Manning,2020,OCTOBER,0
Portage-Cragin,2020,OCTOBER,3634
Greater Grand Crossing,2020,OCTOBER,524
Scottsdale,2020,OCTOBER,1164
Altgeld,2020,OCTOBER,1
West Lawn,2020,OCTOBER,1535
Back of the Yards,2020,OCTOBER,1026
Rogers Park,2020,OCTOBER,7167
Garfield Ridge,2020,OCTOBER,2797
King,2020,OCTOBER,1057
Water Works,2020,OCTOBER,0
"Daley, Richard M.- W Humboldt",2020,OCTOBER,1640
Humboldt Park,2020,OCTOBER,5922
Sulzer Regional Library,2020,OCTOBER,22846
Blackstone,2020,OCTOBER,6111
North Austin,2020,OCTOBER,705
West Town,2020,OCTOBER,3847
Budlong Woods,2020,OCTOBER,6165
Lincoln Park,2020,OCTOBER,9925
West Englewood,2020,OCTOBER,362
Archer Heights,2020,OCTOBER,2365
Hegewisch,2020,OCTOBER,1219
Independence,2020,OCTOBER,5734
Lozano,2020,OCTOBER,2186
South Shore,2020,OCTOBER,1038
Chinatown,2020,OCTOBER,4285
Douglass,2020,OCTOBER,414
Logan Square,2020,OCTOBER,3
Roden,2020,OCTOBER,4345
Galewood-Mont Clare,2020,OCTOBER,0
West Belmont,2020,OCTOBER,3390
Bucktown-Wicker Park,2020,OCTOBER,9118
North Pulaski,2020,OCTOBER,1294
McKinley Park,2020,OCTOBER,2790
Downloadable Media,2020,OCTOBER,204731
West Pullman,2020,OCTOBER,739
Beverly,2020,OCTOBER,2793
Legler Regional,2020,OCTOBER,1
Toman,2020,OCTOBER,2100
Austin,2020,OCTOBER,782
Wrightwood-Ashburn,2020,OCTOBER,947
Jefferson Park,2020,OCTOBER,4299
Mayfair,2020,OCTOBER,2654
South Chicago,2020,OCTOBER,885
Clearing,2020,OCTOBER,1686
Merlo,2020,OCTOBER,7703
Uptown,2020,OCTOBER,6060
Chicago Lawn,2020,OCTOBER,1163
Harold Washington Library Center,2020,OCTOBER,24382
Brighton Park,2020,OCTOBER,1914
West Chicago Avenue,2020,OCTOBER,338
Little Village,2020,OCTOBER,1445
Lincoln Belmont,2020,OCTOBER,11492
Gage Park,2020,OCTOBER,0
Northtown,2020,OCTOBER,10236
Dunning,2020,OCTOBER,2978
Bezazian,2020,OCTOBER,6726
West Loop,2020,OCTOBER,4115
Pullman,2020,OCTOBER,0
Patron Initiated renewals (automated phone),2020,OCTOBER,0
Jeffery Manor,2020,OCTOBER,393
Hall,2020,OCTOBER,868
Mount Greenwood,2020,OCTOBER,3364
Coleman,2020,OCTOBER,888
Austin-Irving,2020,OCTOBER,5869
Woodson Regional Library,2020,OCTOBER,2387
Thurgood Marshall,2020,OCTOBER,1054
Chicago Bee,2020,OCTOBER,657
Vodak-East Side,2020,OCTOBER,1356
Sherman Park,2020,OCTOBER,129
Patron Initiated renewals (online),2020,OCTOBER,39006
Walker,2021,OCTOBER,1060
Albany Park,2021,OCTOBER,5699
Avalon,2021,OCTOBER,1476
Brainerd,2021,OCTOBER,337
Oriole Park,2021,OCTOBER,5156
Little Italy,2021,OCTOBER,3865
Edgebrook,2021,OCTOBER,6003
Kelly,2021,OCTOBER,439
Edgewater,2021,OCTOBER,10137
Near North,2021,OCTOBER,6853
Canaryville,2021,OCTOBER,969
"Daley, Richard J.- Bridgeport",2021,OCTOBER,0
Manning,2021,OCTOBER,547
Portage-Cragin,2021,OCTOBER,3612
"Whitney M. Young, Jr.",2021,OCTOBER,744
Greater Grand Crossing,2021,OCTOBER,627
Auto-Renewals,2021,OCTOBER,505541
Scottsdale,2021,OCTOBER,1474
Altgeld,2021,OCTOBER,146
West Lawn,2021,OCTOBER,0
Back of the Yards,2021,OCTOBER,1363
Rogers Park,2021,OCTOBER,6528
Garfield Ridge,2021,OCTOBER,3099
King,2021,OCTOBER,1110
Water Works,2021,OCTOBER,2166
"Daley, Richard M.- W Humboldt",2021,OCTOBER,1432
Humboldt Park,2021,OCTOBER,3164
Sulzer Regional Library,2021,OCTOBER,23756
Blackstone,2021,OCTOBER,6929
North Austin,2021,OCTOBER,638
West Town,2021,OCTOBER,4087
Budlong Woods,2021,OCTOBER,5829
Lincoln Park,2021,OCTOBER,9856
West Englewood,2021,OCTOBER,504
Archer Heights,2021,OCTOBER,2579
Hegewisch,2021,OCTOBER,1055
Independence,2021,OCTOBER,6320
Lozano,2021,OCTOBER,2112
South Shore,2021,OCTOBER,941
Chinatown,2021,OCTOBER,5500
Douglass,2021,OCTOBER,517
Logan Square,2021,OCTOBER,9220
Roden,2021,OCTOBER,4435
Galewood-Mont Clare,2021,OCTOBER,0
West Belmont,2021,OCTOBER,3192
Bucktown-Wicker Park,2021,OCTOBER,7997
North Pulaski,2021,OCTOBER,1213
McKinley Park,2021,OCTOBER,3706
Downloadable Media,2021,OCTOBER,181426
West Pullman,2021,OCTOBER,835
Beverly,2021,OCTOBER,3177
Legler Regional,2021,OCTOBER,458
Toman,2021,OCTOBER,2503
Austin,2021,OCTOBER,611
Wrightwood-Ashburn,2021,OCTOBER,755
Jefferson Park,2021,OCTOBER,5395
Mayfair,2021,OCTOBER,2498
South Chicago,2021,OCTOBER,656
Clearing,2021,OCTOBER,1696
Merlo,2021,OCTOBER,8994
Uptown,2021,OCTOBER,5623
Chicago Lawn,2021,OCTOBER,1895
Harold Washington Library Center,2021,OCTOBER,23970
Brighton Park,2021,OCTOBER,26
West Chicago Avenue,2021,OCTOBER,346
Little Village,2021,OCTOBER,1443
Lincoln Belmont,2021,OCTOBER,10886
Gage Park,2021,OCTOBER,669
Northtown,2021,OCTOBER,9200
Dunning,2021,OCTOBER,3151
Bezazian,2021,OCTOBER,5640
West Loop,2021,OCTOBER,4057
Pullman,2021,OCTOBER,365
Patron Initiated renewals (automated phone),2021,OCTOBER,1176
Jeffery Manor,2021,OCTOBER,303
Hall,2021,OCTOBER,632
Mount Greenwood,2021,OCTOBER,2951
Coleman,2021,OCTOBER,1024
Austin-Irving,2021,OCTOBER,5480
Woodson Regional Library,2021,OCTOBER,2220
Thurgood Marshall,2021,OCTOBER,723
Chicago Bee,2021,OCTOBER,865
Vodak-East Side,2021,OCTOBER,1882
Sherman Park,2021,OCTOBER,173
Patron Initiated renewals (online),2021,OCTOBER,27854
West Chicago Avenue,2022,OCTOBER,510
"Whitney M. Young, Jr.",2022,OCTOBER,703
Downloadable Media,2022,OCTOBER,232472
Woodson Regional Library,2022,OCTOBER,2257
Beverly,2022,OCTOBER,2887
Archer Heights,2022,OCTOBER,2054
Manning,2022,OCTOBER,976
Blackstone,2022,OCTOBER,6126
Portage-Cragin,2022,OCTOBER,3273
West Belmont,2022,OCTOBER,3210
Avalon,2022,OCTOBER,1298
Edgewater,2022,OCTOBER,9925
South Shore,2022,OCTOBER,970
Legler Regional,2022,OCTOBER,492
Hall,2022,OCTOBER,593
Back of the Yards,2022,OCTOBER,989
Vodak-East Side,2022,OCTOBER,1879
Mayfair,2022,OCTOBER,2703
Auto-Renewals,2022,OCTOBER,588190
Dunning,2022,OCTOBER,3221
West Pullman,2022,OCTOBER,761
Jefferson Park,2022,OCTOBER,4565
Sherman Park,2022,OCTOBER,237
Altgeld,2022,OCTOBER,223
North Austin,2022,OCTOBER,631
Little Village,2022,OCTOBER,1466
Near North,2022,OCTOBER,6073
Water Works,2022,OCTOBER,2869
Uptown,2022,OCTOBER,5119
Patron Initiated renewals (automated phone),2022,OCTOBER,744
Bucktown-Wicker Park,2022,OCTOBER,8178
Jeffery Manor,2022,OCTOBER,453
Albany Park,2022,OCTOBER,4955
West Englewood,2022,OCTOBER,289
Northtown,2022,OCTOBER,8452
West Lawn,2022,OCTOBER,1951
King,2022,OCTOBER,969
"Daley, Richard M.- W Humboldt",2022,OCTOBER,1176
Lozano,2022,OCTOBER,2037
Merlo,2022,OCTOBER,8566
Little Italy,2022,OCTOBER,3610
Canaryville,2022,OCTOBER,816
Independence,2022,OCTOBER,6078
Austin,2022,OCTOBER,683
Scottsdale,2022,OCTOBER,1246
Lincoln Belmont,2022,OCTOBER,9917
Walker,2022,OCTOBER,1258
North Pulaski,2022,OCTOBER,988
Logan Square,2022,OCTOBER,9253
Austin-Irving,2022,OCTOBER,4917
Pullman,2022,OCTOBER,408
Wrightwood-Ashburn,2022,OCTOBER,733
Budlong Woods,2022,OCTOBER,5962
Chicago Lawn,2022,OCTOBER,1416
Talking Book and Braille downloadable,2022,OCTOBER,2113
Coleman,2022,OCTOBER,965
Humboldt Park,2022,OCTOBER,3682
Douglass,2022,OCTOBER,368
Clearing,2022,OCTOBER,2270
Edgebrook,2022,OCTOBER,6238
Roden,2022,OCTOBER,4719
Harold Washington Library Center,2022,OCTOBER,22560
Oriole Park,2022,OCTOBER,4733
Garfield Ridge,2022,OCTOBER,2407
Patron Initiated renewals (online),2022,OCTOBER,26169
Gage Park,2022,OCTOBER,706
Hegewisch,2022,OCTOBER,915
Lincoln Park,2022,OCTOBER,10720
Greater Grand Crossing,2022,OCTOBER,446
McKinley Park,2022,OCTOBER,2746
"Daley, Richard J.- Bridgeport",2022,OCTOBER,3097
West Loop,2022,OCTOBER,4507
Bezazian,2022,OCTOBER,5937
Toman,2022,OCTOBER,2388
Thurgood Marshall,2022,OCTOBER,735
Sulzer Regional Library,2022,OCTOBER,23921
Rogers Park,2022,OCTOBER,6142
Galewood-Mont Clare,2022,OCTOBER,0
Kelly,2022,OCTOBER,402
West Town,2022,OCTOBER,4546
Mount Greenwood,2022,OCTOBER,3625
Chinatown,2022,OCTOBER,4847
Brainerd,2022,OCTOBER,276
Brighton Park,2022,OCTOBER,1603
South Chicago,2022,OCTOBER,697
Chicago Bee,2022,OCTOBER,835
Walker,2023,OCTOBER,1163
Albany Park,2023,OCTOBER,4295
Avalon,2023,OCTOBER,1206
Brainerd,2023,OCTOBER,275
Oriole Park,2023,OCTOBER,4627
Little Italy,2023,OCTOBER,3028
Edgebrook,2023,OCTOBER,5543
Kelly,2023,OCTOBER,487
Edgewater,2023,OCTOBER,9641
Near North,2023,OCTOBER,6218
Canaryville,2023,OCTOBER,899
"Daley, Richard J.- Bridgeport",2023,OCTOBER,3228
Manning,2023,OCTOBER,943
Portage-Cragin,2023,OCTOBER,3457
"Whitney M. Young, Jr.",2023,OCTOBER,730
Greater Grand Crossing,2023,OCTOBER,516
Auto-Renewals,2023,OCTOBER,588839
Scottsdale,2023,OCTOBER,1163
Altgeld,2023,OCTOBER,176
West Lawn,2023,OCTOBER,1622
Back of the Yards,2023,OCTOBER,952
Rogers Park,2023,OCTOBER,6040
Talking Book and Braille downloadable,2023,OCTOBER,4017
Garfield Ridge,2023,OCTOBER,2848
King,2023,OCTOBER,893
Water Works,2023,OCTOBER,2867
Downloadable Media,2023,OCTOBER,326481
"Daley, Richard M.- W Humboldt",2023,OCTOBER,1065
Humboldt Park,2023,OCTOBER,3700
Sulzer Regional Library,2023,OCTOBER,25663
Blackstone,2023,OCTOBER,6278
North Austin,2023,OCTOBER,616
West Town,2023,OCTOBER,4730
Budlong Woods,2023,OCTOBER,5873
Lincoln Park,2023,OCTOBER,11144
West Englewood,2023,OCTOBER,81
Archer Heights,2023,OCTOBER,2023
Hegewisch,2023,OCTOBER,971
Independence,2023,OCTOBER,6544
Lozano,2023,OCTOBER,1944
South Shore,2023,OCTOBER,1003
Chinatown,2023,OCTOBER,3915
Douglass,2023,OCTOBER,754
Logan Square,2023,OCTOBER,10246
Roden,2023,OCTOBER,4284
Galewood-Mont Clare,2023,OCTOBER,0
West Belmont,2023,OCTOBER,3329
Bucktown-Wicker Park,2023,OCTOBER,8181
North Pulaski,2023,OCTOBER,1218
McKinley Park,2023,OCTOBER,2901
West Pullman,2023,OCTOBER,593
Beverly,2023,OCTOBER,2890
Legler Regional,2023,OCTOBER,32
Toman,2023,OCTOBER,2149
Austin,2023,OCTOBER,961
Wrightwood-Ashburn,2023,OCTOBER,623
Jefferson Park,2023,OCTOBER,5761
Mayfair,2023,OCTOBER,2458
South Chicago,2023,OCTOBER,648
Clearing,2023,OCTOBER,1882
Merlo,2023,OCTOBER,7745
Uptown,2023,OCTOBER,5717
Chicago Lawn,2023,OCTOBER,1351
Harold Washington Library Center,2023,OCTOBER,22030
Brighton Park,2023,OCTOBER,1837
West Chicago Avenue,2023,OCTOBER,638
Little Village,2023,OCTOBER,1381
Lincoln Belmont,2023,OCTOBER,10375
Gage Park,2023,OCTOBER,886
Northtown,2023,OCTOBER,7407
Dunning,2023,OCTOBER,3555
Bezazian,2023,OCTOBER,5714
West Loop,2023,OCTOBER,4423
Pullman,2023,OCTOBER,421
Patron Initiated renewals (automated phone),2023,OCTOBER,706
Jeffery Manor,2023,OCTOBER,450
Hall,2023,OCTOBER,753
Mount Greenwood,2023,OCTOBER,3439
Coleman,2023,OCTOBER,1031
Austin-Irving,2023,OCTOBER,3837
Woodson Regional Library,2023,OCTOBER,2273
Thurgood Marshall,2023,OCTOBER,667
Chicago Bee,2023,OCTOBER,721
Vodak-East Side,2023,OCTOBER,1643
Sherman Park,2023,OCTOBER,240
Patron Initiated renewals (online),2023,OCTOBER,27064
Albany Park,2019,NOVEMBER,6571
Altgeld,2019,NOVEMBER,369
Archer Heights,2019,NOVEMBER,4051
Austin,2019,NOVEMBER,1286
Austin-Irving,2019,NOVEMBER,8567
Avalon,2019,NOVEMBER,2585
Back of the Yards,2019,NOVEMBER,1534
Beverly,2019,NOVEMBER,3980
Bezazian,2019,NOVEMBER,7625
Blackstone,2019,NOVEMBER,7648
Brainerd,2019,NOVEMBER,659
Brighton Park,2019,NOVEMBER,3223
Bucktown-Wicker Park,2019,NOVEMBER,8693
Budlong Woods,2019,NOVEMBER,7191
Canaryville,2019,NOVEMBER,1749
Chicago Bee,2019,NOVEMBER,802
Chicago Lawn,2019,NOVEMBER,1624
Chinatown,2019,NOVEMBER,7175
Clearing,2019,NOVEMBER,958
Coleman,2019,NOVEMBER,1675
"Daley, Richard J.",2019,NOVEMBER,5016
"Daley, Richard M.",2019,NOVEMBER,2655
Douglass,2019,NOVEMBER,423
Dunning,2019,NOVEMBER,3443
Edgebrook,2019,NOVEMBER,7434
Edgewater,2019,NOVEMBER,13183
Gage Park,2019,NOVEMBER,1365
Galewood-Mont Clare,2019,NOVEMBER,649
Garfield Ridge,2019,NOVEMBER,4220
Greater Grand Crossing,2019,NOVEMBER,1220
Hall,2019,NOVEMBER,1150
HAROLD WASHINGTON LIBRARY CENTER,2019,NOVEMBER,44604
Hegewisch,2019,NOVEMBER,1554
Humboldt Park,2019,NOVEMBER,4345
Independence,2019,NOVEMBER,7125
Jefferson Park,2019,NOVEMBER,2642
Jeffery Manor,2019,NOVEMBER,729
Kelly,2019,NOVEMBER,825
King,2019,NOVEMBER,1985
Legler Regional,2019,NOVEMBER,0
Lincoln Belmont,2019,NOVEMBER,13617
Lincoln Park,2019,NOVEMBER,11050
Little Italy,2019,NOVEMBER,5020
Little Village,2019,NOVEMBER,2799
Logan Square,2019,NOVEMBER,10353
Lozano,2019,NOVEMBER,3273
Manning,2019,NOVEMBER,1800
Mayfair,2019,NOVEMBER,3270
McKinley Park,2019,NOVEMBER,4521
Merlo,2019,NOVEMBER,0
Mount Greenwood,2019,NOVEMBER,4179
Near North,2019,NOVEMBER,7965
North Austin,2019,NOVEMBER,1014
North Pulaski,2019,NOVEMBER,2074
Northtown,2019,NOVEMBER,9017
Oriole Park,2019,NOVEMBER,4503
Portage-Cragin,2019,NOVEMBER,4909
Pullman,2019,NOVEMBER,885
Roden,2019,NOVEMBER,5845
Rogers Park,2019,NOVEMBER,8141
Scottsdale,2019,NOVEMBER,1689
Sherman Park,2019,NOVEMBER,515
South Chicago,2019,NOVEMBER,1484
South Shore,2019,NOVEMBER,0
Sulzer Regional Library,2019,NOVEMBER,29105
Thurgood Marshall,2019,NOVEMBER,1508
Toman,2019,NOVEMBER,3991
Uptown,2019,NOVEMBER,7514
Vodak-East Side,2019,NOVEMBER,2254
Walker,2019,NOVEMBER,54
Water Works,2019,NOVEMBER,5049
West Belmont,2019,NOVEMBER,4561
West Chicago Avenue,2019,NOVEMBER,704
West Englewood,2019,NOVEMBER,1123
West Lawn,2019,NOVEMBER,3305
West Loop,2019,NOVEMBER,4789
West Pullman,2019,NOVEMBER,1217
West Town,2019,NOVEMBER,4511
"Whitney M. Young, Jr.",2019,NOVEMBER,2089
Woodson Regional Library,2019,NOVEMBER,4667
Wrightwood-Ashburn,2019,NOVEMBER,1297
Downloadable Media,2019,NOVEMBER,157606
Online Renewals,2019,NOVEMBER,564782
Itivia Renewals,2019,NOVEMBER,1559
"Whitney M. Young, Jr.",2020,NOVEMBER,826
Auto-Renewals,2020,NOVEMBER,692813
Walker,2020,NOVEMBER,712
Albany Park,2020,NOVEMBER,4738
Avalon,2020,NOVEMBER,1407
Brainerd,2020,NOVEMBER,258
Oriole Park,2020,NOVEMBER,4208
Little Italy,2020,NOVEMBER,3727
Edgebrook,2020,NOVEMBER,4243
Kelly,2020,NOVEMBER,250
Edgewater,2020,NOVEMBER,9853
Near North,2020,NOVEMBER,7204
Canaryville,2020,NOVEMBER,0
"Daley, Richard J.- Bridgeport",2020,NOVEMBER,3450
Manning,2020,NOVEMBER,0
Portage-Cragin,2020,NOVEMBER,3233
Greater Grand Crossing,2020,NOVEMBER,395
Scottsdale,2020,NOVEMBER,960
Altgeld,2020,NOVEMBER,141
West Lawn,2020,NOVEMBER,1313
Back of the Yards,2020,NOVEMBER,857
Rogers Park,2020,NOVEMBER,3328
Garfield Ridge,2020,NOVEMBER,2528
King,2020,NOVEMBER,876
Water Works,2020,NOVEMBER,0
"Daley, Richard M.- W Humboldt",2020,NOVEMBER,1237
Humboldt Park,2020,NOVEMBER,3748
Sulzer Regional Library,2020,NOVEMBER,22776
Blackstone,2020,NOVEMBER,5961
North Austin,2020,NOVEMBER,682
West Town,2020,NOVEMBER,3394
Budlong Woods,2020,NOVEMBER,5467
Lincoln Park,2020,NOVEMBER,8895
West Englewood,2020,NOVEMBER,337
Archer Heights,2020,NOVEMBER,1954
Hegewisch,2020,NOVEMBER,652
Independence,2020,NOVEMBER,5356
Lozano,2020,NOVEMBER,1783
South Shore,2020,NOVEMBER,808
Chinatown,2020,NOVEMBER,3502
Douglass,2020,NOVEMBER,276
Logan Square,2020,NOVEMBER,5421
Roden,2020,NOVEMBER,4095
Galewood-Mont Clare,2020,NOVEMBER,0
West Belmont,2020,NOVEMBER,3049
Bucktown-Wicker Park,2020,NOVEMBER,7314
North Pulaski,2020,NOVEMBER,963
McKinley Park,2020,NOVEMBER,2562
Downloadable Media,2020,NOVEMBER,202385
West Pullman,2020,NOVEMBER,703
Beverly,2020,NOVEMBER,2824
Legler Regional,2020,NOVEMBER,23
Toman,2020,NOVEMBER,1959
Austin,2020,NOVEMBER,639
Wrightwood-Ashburn,2020,NOVEMBER,645
Jefferson Park,2020,NOVEMBER,4109
Mayfair,2020,NOVEMBER,2626
South Chicago,2020,NOVEMBER,577
Clearing,2020,NOVEMBER,1437
Merlo,2020,NOVEMBER,7005
Uptown,2020,NOVEMBER,5055
Chicago Lawn,2020,NOVEMBER,1271
Harold Washington Library Center,2020,NOVEMBER,23071
Brighton Park,2020,NOVEMBER,1373
West Chicago Avenue,2020,NOVEMBER,236
Little Village,2020,NOVEMBER,1132
Lincoln Belmont,2020,NOVEMBER,9859
Gage Park,2020,NOVEMBER,0
Northtown,2020,NOVEMBER,9692
Dunning,2020,NOVEMBER,2817
Bezazian,2020,NOVEMBER,5794
West Loop,2020,NOVEMBER,3678
Pullman,2020,NOVEMBER,222
Patron Initiated renewals (automated phone),2020,NOVEMBER,0
Jeffery Manor,2020,NOVEMBER,277
Hall,2020,NOVEMBER,70
Mount Greenwood,2020,NOVEMBER,3317
Coleman,2020,NOVEMBER,798
Austin-Irving,2020,NOVEMBER,4495
Woodson Regional Library,2020,NOVEMBER,1802
Thurgood Marshall,2020,NOVEMBER,815
