CRASH_RECORD_ID,by_year_crash_date,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,ROAD_DEFECT
1,01/01/2023 12:00:00 AM,BICYCLE CROSSING SIGN,NO CONTROLS,UNKNOWN
67,01/01/2019 12:00:00 AM,OTHER,OTHER,UNKNOWN
6,01/01/2021 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,OTHER
3,01/01/2021 12:00:00 AM,OTHER,WORN REFLECTIVE MATERIAL,NO DEFECTS
1,01/01/2019 12:00:00 AM,UNKNOWN,WORN REFLECTIVE MATERIAL,NO DEFECTS
33,01/01/2022 12:00:00 AM,OTHER,UNKNOWN,NO DEFECTS
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING IMPROPERLY,NO DEFECTS
34,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,UNKNOWN
12,01/01/2023 12:00:00 AM,YIELD,NO CONTROLS,UNKNOWN
2,01/01/2020 12:00:00 AM,BICYCLE CROSSING SIGN,NO CONTROLS,NO DEFECTS
71,01/01/2022 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,NO DEFECTS
4,01/01/2023 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2022 12:00:00 AM,OTHER,WORN REFLECTIVE MATERIAL,"RUT, HOLES"
1,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,WORN SURFACE
1,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,WORN SURFACE
4,01/01/2019 12:00:00 AM,OTHER WARNING SIGN,NO CONTROLS,NO DEFECTS
18,01/01/2020 12:00:00 AM,PEDESTRIAN CROSSING SIGN,NO CONTROLS,NO DEFECTS
3,01/01/2020 12:00:00 AM,PEDESTRIAN CROSSING SIGN,NO CONTROLS,UNKNOWN
17,01/01/2019 12:00:00 AM,PEDESTRIAN CROSSING SIGN,NO CONTROLS,NO DEFECTS
1582,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN
2,01/01/2020 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,"RUT, HOLES"
4,01/01/2022 12:00:00 AM,FLASHING CONTROL SIGNAL,NO CONTROLS,NO DEFECTS
1,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,MISSING,UNKNOWN
2,01/01/2023 12:00:00 AM,UNKNOWN,NOT FUNCTIONING,NO DEFECTS
1,01/01/2022 12:00:00 AM,YIELD,FUNCTIONING IMPROPERLY,NO DEFECTS
3,01/01/2019 12:00:00 AM,NO CONTROLS,OTHER,"RUT, HOLES"
4,01/01/2019 12:00:00 AM,UNKNOWN,NO CONTROLS,"RUT, HOLES"
1,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,WORN SURFACE
1,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,WORN REFLECTIVE MATERIAL,UNKNOWN
1,01/01/2021 12:00:00 AM,POLICE/FLAGMAN,FUNCTIONING PROPERLY,UNKNOWN
7,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,"RUT, HOLES"
1,01/01/2019 12:00:00 AM,POLICE/FLAGMAN,FUNCTIONING PROPERLY,OTHER
1,01/01/2022 12:00:00 AM,RAILROAD CROSSING GATE,OTHER,NO DEFECTS
38,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,WORN SURFACE
2,01/01/2022 12:00:00 AM,POLICE/FLAGMAN,UNKNOWN,UNKNOWN
15,01/01/2019 12:00:00 AM,UNKNOWN,UNKNOWN,OTHER
330,01/01/2022 12:00:00 AM,NO CONTROLS,UNKNOWN,NO DEFECTS
1,01/01/2022 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,OTHER
4,01/01/2021 12:00:00 AM,NO CONTROLS,UNKNOWN,WORN SURFACE
1,01/01/2022 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,WORN SURFACE
181,01/01/2020 12:00:00 AM,OTHER,OTHER,NO DEFECTS
36,01/01/2023 12:00:00 AM,UNKNOWN,UNKNOWN,"RUT, HOLES"
2,01/01/2019 12:00:00 AM,OTHER REG. SIGN,NO CONTROLS,UNKNOWN
1,01/01/2023 12:00:00 AM,OTHER REG. SIGN,OTHER,OTHER
1,01/01/2023 12:00:00 AM,RAILROAD CROSSING GATE,OTHER,NO DEFECTS
2,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,OTHER
8,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,OTHER
6,01/01/2019 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,OTHER
36,01/01/2019 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,NO DEFECTS
6,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,NOT FUNCTIONING,UNKNOWN
1,01/01/2023 12:00:00 AM,RR CROSSING SIGN,OTHER,UNKNOWN
23,01/01/2021 12:00:00 AM,OTHER,NO CONTROLS,UNKNOWN
1,01/01/2022 12:00:00 AM,OTHER,NOT FUNCTIONING,NO DEFECTS
225,01/01/2019 12:00:00 AM,NO CONTROLS,NO CONTROLS,WORN SURFACE
136,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,NO DEFECTS
5,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,OTHER,NO DEFECTS
2,01/01/2022 12:00:00 AM,NO CONTROLS,MISSING,NO DEFECTS
1,01/01/2019 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,SHOULDER DEFECT
542,01/01/2023 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,NO DEFECTS
5,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,WORN SURFACE
2,01/01/2022 12:00:00 AM,UNKNOWN,NO CONTROLS,OTHER
2,01/01/2019 12:00:00 AM,UNKNOWN,FUNCTIONING IMPROPERLY,UNKNOWN
44,01/01/2020 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2022 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2019 12:00:00 AM,OTHER RAILROAD CROSSING,UNKNOWN,NO DEFECTS
3,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,SHOULDER DEFECT
7258,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,NO DEFECTS
10,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,UNKNOWN
2,01/01/2019 12:00:00 AM,SCHOOL ZONE,UNKNOWN,NO DEFECTS
21,01/01/2023 12:00:00 AM,NO CONTROLS,NOT FUNCTIONING,UNKNOWN
2,01/01/2021 12:00:00 AM,OTHER REG. SIGN,UNKNOWN,UNKNOWN
322,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN
214,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,OTHER,NO DEFECTS
1,01/01/2020 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,SHOULDER DEFECT
1,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,MISSING,UNKNOWN
2,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,NOT FUNCTIONING,"RUT, HOLES"
336,01/01/2020 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,NO DEFECTS
2,01/01/2023 12:00:00 AM,UNKNOWN,OTHER,DEBRIS ON ROADWAY
3,01/01/2019 12:00:00 AM,BICYCLE CROSSING SIGN,NO CONTROLS,NO DEFECTS
1,01/01/2021 12:00:00 AM,POLICE/FLAGMAN,NO CONTROLS,DEBRIS ON ROADWAY
5,01/01/2020 12:00:00 AM,FLASHING CONTROL SIGNAL,OTHER,NO DEFECTS
46,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,"RUT, HOLES"
287,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,OTHER,NO DEFECTS
5,01/01/2022 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,UNKNOWN
2,01/01/2020 12:00:00 AM,OTHER,NOT FUNCTIONING,NO DEFECTS
6,01/01/2021 12:00:00 AM,YIELD,NO CONTROLS,UNKNOWN
9619,01/01/2021 12:00:00 AM,NO CONTROLS,NO CONTROLS,UNKNOWN
2,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,WORN REFLECTIVE MATERIAL,WORN SURFACE
15,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,UNKNOWN
86,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,NO DEFECTS
2,01/01/2021 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,NO DEFECTS
2,01/01/2021 12:00:00 AM,UNKNOWN,UNKNOWN,SHOULDER DEFECT
20,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
365,01/01/2022 12:00:00 AM,OTHER,FUNCTIONING PROPERLY,NO DEFECTS
23,01/01/2022 12:00:00 AM,SCHOOL ZONE,NO CONTROLS,NO DEFECTS
6,01/01/2022 12:00:00 AM,FLASHING CONTROL SIGNAL,FUNCTIONING IMPROPERLY,NO DEFECTS
1,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,NO CONTROLS,SHOULDER DEFECT
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,NO CONTROLS,UNKNOWN
2,01/01/2021 12:00:00 AM,BICYCLE CROSSING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
3,01/01/2022 12:00:00 AM,OTHER,OTHER,"RUT, HOLES"
11,01/01/2020 12:00:00 AM,UNKNOWN,OTHER,UNKNOWN
1,01/01/2019 12:00:00 AM,RAILROAD CROSSING GATE,FUNCTIONING IMPROPERLY,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
3,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,UNKNOWN,NO DEFECTS
4,01/01/2023 12:00:00 AM,YIELD,OTHER,NO DEFECTS
4,01/01/2022 12:00:00 AM,NO PASSING,NO CONTROLS,NO DEFECTS
1,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,UNKNOWN,UNKNOWN
271,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN
11,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,UNKNOWN,"RUT, HOLES"
30,01/01/2021 12:00:00 AM,YIELD,NO CONTROLS,NO DEFECTS
33,01/01/2021 12:00:00 AM,OTHER,UNKNOWN,NO DEFECTS
9,01/01/2020 12:00:00 AM,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,UNKNOWN
1,01/01/2019 12:00:00 AM,PEDESTRIAN CROSSING SIGN,WORN REFLECTIVE MATERIAL,NO DEFECTS
2,01/01/2021 12:00:00 AM,NO CONTROLS,WORN REFLECTIVE MATERIAL,NO DEFECTS
3636,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN
2,01/01/2019 12:00:00 AM,RAILROAD CROSSING GATE,UNKNOWN,UNKNOWN
113,01/01/2020 12:00:00 AM,NO CONTROLS,NO CONTROLS,SHOULDER DEFECT
1,01/01/2019 12:00:00 AM,RR CROSSING SIGN,FUNCTIONING PROPERLY,OTHER
663,01/01/2023 12:00:00 AM,NO CONTROLS,UNKNOWN,UNKNOWN
114,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,NOT FUNCTIONING,NO DEFECTS
6,01/01/2022 12:00:00 AM,RR CROSSING SIGN,FUNCTIONING PROPERLY,NO DEFECTS
204,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,NO DEFECTS
2,01/01/2021 12:00:00 AM,STOP SIGN/FLASHER,UNKNOWN,OTHER
1,01/01/2023 12:00:00 AM,STOP SIGN/FLASHER,MISSING,OTHER
1,01/01/2022 12:00:00 AM,NO PASSING,OTHER,NO DEFECTS
7,01/01/2020 12:00:00 AM,DELINEATORS,FUNCTIONING PROPERLY,UNKNOWN
4,01/01/2019 12:00:00 AM,NO CONTROLS,OTHER,WORN SURFACE
2,01/01/2019 12:00:00 AM,TRAFFIC SIGNAL,OTHER,OTHER
1,01/01/2020 12:00:00 AM,OTHER,OTHER,WORN SURFACE
60,01/01/2019 12:00:00 AM,UNKNOWN,UNKNOWN,"RUT, HOLES"
40,01/01/2023 12:00:00 AM,UNKNOWN,OTHER,UNKNOWN
1,01/01/2019 12:00:00 AM,OTHER REG. SIGN,FUNCTIONING PROPERLY,OTHER
47,01/01/2021 12:00:00 AM,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SHOULDER DEFECT
3,01/01/2022 12:00:00 AM,DELINEATORS,OTHER,NO DEFECTS
1,01/01/2023 12:00:00 AM,NO CONTROLS,FUNCTIONING PROPERLY,WORN SURFACE
3,01/01/2019 12:00:00 AM,RAILROAD CROSSING GATE,NO CONTROLS,NO DEFECTS
1,01/01/2019 12:00:00 AM,SCHOOL ZONE,UNKNOWN,UNKNOWN
59,01/01/2023 12:00:00 AM,OTHER,OTHER,UNKNOWN
1,01/01/2021 12:00:00 AM,OTHER WARNING SIGN,WORN REFLECTIVE MATERIAL,NO DEFECTS
8,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,DEBRIS ON ROADWAY
2,01/01/2022 12:00:00 AM,TRAFFIC SIGNAL,OTHER,OTHER
6,01/01/2019 12:00:00 AM,STOP SIGN/FLASHER,NO CONTROLS,OTHER
4,01/01/2019 12:00:00 AM,OTHER,NO CONTROLS,OTHER
1,01/01/2023 12:00:00 AM,OTHER WARNING SIGN,WORN REFLECTIVE MATERIAL,UNKNOWN
1,01/01/2022 12:00:00 AM,RAILROAD CROSSING GATE,UNKNOWN,SHOULDER DEFECT
6,01/01/2020 12:00:00 AM,STOP SIGN/FLASHER,NOT FUNCTIONING,UNKNOWN
12,01/01/2021 12:00:00 AM,POLICE/FLAGMAN,FUNCTIONING PROPERLY,NO DEFECTS
51,01/01/2023 12:00:00 AM,YIELD,NO CONTROLS,NO DEFECTS
3,01/01/2019 12:00:00 AM,NO CONTROLS,MISSING,NO DEFECTS
17,01/01/2020 12:00:00 AM,OTHER,NO CONTROLS,UNKNOWN
8,01/01/2022 12:00:00 AM,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SHOULDER DEFECT
1,01/01/2022 12:00:00 AM,OTHER WARNING SIGN,OTHER,OTHER
1,01/01/2023 12:00:00 AM,PEDESTRIAN CROSSING SIGN,OTHER,UNKNOWN
